book	chapter	verse	latin_incipit	english_translation
2Mc	5	17	Antiochus ergo inflatus mente	But Antiochus was puffed up in mind. He thought himself victorious by his own power, not recognising that God permitted the Jews to be punished through him on account of their sins. Scripture teaches throughout: when God's people are punished by foreign enemies, it is God who wills it as a chastisement, while the enemy is merely his instrument. This does not excuse Antiochus from guilt, since he acted out of malice and impiety.
2Mc	5	19	Non propter locum gentem	But the Lord had not chosen the people for the sake of the place; but the place for the sake of the people. Places are holy because of the people who worship God there and the divine mysteries celebrated in them; if the people sin, the holiness of the place does not protect them and may even aggravate their guilt, since they sin against greater light and more abundant grace.
2Mc	5	22	Linquebat autem et Philarchos	He left also governors to afflict the people. Philip the Phrygian, more barbarous by nature than his appointer, and Andronicus, were left in charge of Jerusalem to oppress the people; Gorgias was made governor of Idumaea. Note the ironical justice: a barbarian appointed to rule a people who had chosen barbarous customs over their own divine law; they received in their governor what they had chosen in their manner of life.
2Mc	5	24	Misit autem et Apollonium	He sent also Apollonius the captain of the Mysians with an army of two and twenty thousand men. Apollonius came to Jerusalem feigning peace, then waited until the Sabbath when the Jews were at rest and suddenly attacked and massacred great numbers. Lapide notes the particular wickedness of attacking on the Sabbath, when the Jews were defenceless by reason of religious observance.
2Mc	5	26	Consecravitque templum	He dedicated the temple in Jerusalem to Jupiter Olympius, and that in Garizim to Jupiter Hospitis. The dedication of the Jerusalem temple to Zeus/Jupiter Olympius — placing a Greek idol in the holy place — is the \"abomination of desolation\" foretold by Daniel (9:27; 11:31; 12:11) and referred to by Christ (Matthew 24:15). Jupiter Olympius was the chief deity of Greece, enthroned on Olympus, whose great gold-and-ivory statue by Pheidias at Elis was counted one of the Seven Wonders of the ancient world.
2Mc	5	27	Judas vero Machabaeus	But Judas Maccabeus, the tenth of the number, and the rest of his company, withdrew into the deserts, and lived in the mountains after the manner of wild beasts. This is the providential beginning of the Maccabean revolt — Judas with nine companions withdrew to the mountains rather than defile themselves with the king's impurity. From this small band of ten faithful men, God would raise up the great Maccabean army. Application: the saints, when the world is corrupted around them, withdraw into their interior desert of prayer and mortification, from which they emerge as instruments of God's justice.
2Mc	6	1	Non post multum tempus	Not long after, the king sent a certain old man of Antioch to compel the Jews to depart from the laws of their fathers. Antiochus's campaign to extirpate the Jewish religion is here described systematically. Lapide calls this the most dreadful persecution the Jewish people had endured — worse than the Egyptian slavery, worse than the Babylonian captivity — because it was directed not merely at the body but at the soul and the very existence of the true religion.
2Mc	6	2	Et contaminare templum	And to pollute the temple in Jerusalem, and to call it the temple of Jupiter Olympius. Heathen sacrifices, prostitution in the holy courts, and forbidden offerings were introduced. The violation of a sacred place is the gravest act of impiety in Lapide's theological framework — an injury to God himself who chose to dwell there. The examples of Heliodorus (chapter 3) and Antiochus himself (chapter 9) demonstrate that God does not permit such outrages to pass unpunished.
2Mc	6	7	Cogebantur etiam in die natali	On the birthday of the king they were forced to go about with garlands of ivy, in honour of Bacchus. Not only was the temple polluted, but Jews were compelled to participate in pagan feasts — forced to crown themselves with ivy (sacred to Bacchus) and walk in procession at pagan festivals. This compelled apostasy shows the diabolic thoroughness of Antiochus's persecution: he wished not merely to kill Jews, but to make them apostates.
2Mc	6	8	Per civitates autem Graecias	There went out a decree by the neighbouring cities of the heathens. The persecution was extended to all Jews in the Greek cities near Judea, who were also compelled to participate in pagan sacrifices. Lapide calls this a type and foreshadowing of the future persecution of Antichrist.
2Mc	6	11	Qui etiam in speluncis latitabant	And those who had gone to hide in dens and caves to keep the seventh day secretly, were discovered by Philip, and were all burnt together, because they did not defend themselves through fear of breaking the glory of the most holy day. These Jews allowed themselves to be burned alive rather than break the Sabbath by fighting — an act that Judas Maccabeus would later forbid (1 Maccabees 2:41). Lapide: this is an example of misguided zeal exceeding what the law requires; but also of astonishing fidelity to the divine commandment, which shames Christians who break God's law for the slightest worldly advantage.
2Mc	6	18	Eleazarum quemdam de primis	Eleazar, one of the principal scribes, a man advanced in years and of a comely countenance, was pressed to open his mouth and eat swine's flesh. The martyrdom of Eleazar the elderly scribe: a man of distinguished learning, advanced age, and noble appearance, he was pressed to eat swine's flesh (absolutely forbidden by the Law) and so apostatize. He refused with complete clarity. Lapide praises Eleazar as the perfect type of the learned elder: not only knowing the law but keeping it unto death. His martyrdom preceded and inspired the seven brothers and their mother.
2Mc	6	20	Praesumendo eo quod porcina	Choosing a glorious death rather than a hateful life. Eleazar chose death, because a life preserved by apostasy is not life but a living death — the death of the soul is far worse than the death of the body. Lapide develops this theme at length, citing the Fathers on the proper hierarchy of goods: soul before body, virtue before life, God before all created things.
2Mc	6	23	Pro aetate autem et senio	Making answer according to his age and the dignity of his excellent life…he said straightway. Eleazar's response is a masterpiece of dignified courage: he refuses the king's command on the grounds that the divine law is absolutely binding, and that no human authority can dispense from it. This is the proper response of the Christian martyr who recognises the absolute priority of God's authority: \"We must obey God rather than men\" (Acts 5:29).
2Mc	6	26	Nunc autem iram legis	But now, being ready to suffer, I will endure the bitterness of pains, and not permit those wicked pains to prevail against my soul. Eleazar's declaration: he knows his torture will be severe, but chooses it freely, with full understanding — not driven by passion but from a rational and free choice of the greatest good. Lapide calls this \"martyrdom of the will\" — the inner consent that makes suffering meritorious before God.
2Mc	6	28	Relinquens exemplum virtutis	Leaving an example of virtue and fortitude to the young. Eleazar's death is explicitly for the instruction and strengthening of the young. This pedagogical function of martyrdom is emphasised by Lapide: the witness of those who die for God teaches the living that the faith is worth dying for, sustaining the community through persecution.
2Mc	6	30	In doloribus autem constitutus	Thus he died, leaving his death for an example of noble courage and a memorial of virtue. Eleazar's death is the foundation of a tradition of martyrdom. Lapide compares it to the death of Socrates (who died for philosophy) and finds it far superior, since Eleazar died for divine truth rather than mere human wisdom.
2Mc	7	1	Contigit autem septem fratres	It came to pass also that seven brethren together with their mother were apprehended, and compelled by the king to eat swine's flesh in violation of God's law. The narrative of the seven Maccabean brothers and their mother is the theological and literary climax of the whole book. All the Church Fathers celebrate this martyrdom with extraordinary praise; these martyrs are commemorated in the Roman Martyrology on the first of August. The seven brothers are types of the Christian martyrs who resist the tyrant Antichrist. Lapide assembles the tributes of St. Gregory Nazianzen (Oration 22), St. Ambrose (De Jacob II, xii), St. Augustine (Serm. 109–110), St. Cyprian (Ep. VI), St. Chrysostom (Hom. De Nativit. Machab.), Prudentius (Hymn De Romano Mart.), Gaudentius of Brescia, St. Leo, St. Ephrem, Victorinus Afer, St. Prosper, St. Bernard (Ep. 98), and Theophilus of Alexandria.
2Mc	7	2	Unus autem ex eis qui	But one of them, who was the eldest, said thus: What wouldst thou ask, or learn of us? The first brother's defiance is immediately confident: he answers the tyrant's question directly, without fear. Lapide notes the courage required to speak first — not only to face one's own death, but to do so publicly and without hesitation, setting an example for his brothers.
2Mc	7	3	Tunc rex in iracundiam	Then the king being angry commanded frying pans and brazen caldrons to be made hot. The instruments of torture — frying pans and heated cauldrons — are designed for maximum pain and terror. Antiochus's tactics were calibrated to break the will of victims: public humiliation, then the most frightening instruments, then the prolonged spectacle of suffering, intended to make the younger brothers recant when they saw their elders die.
2Mc	7	4	Et quem prius arripi jussit	And him that had been the leader being instantly seized, they cut off his tongue, and having scalped him, they cut off also the extremities of his hands and feet, the rest of his brethren and his mother beholding. The tongue was cut out first because it was the instrument by which the brother defied the king; the hands and feet because they are the principal instruments of bodily action. Yet the brother endured all in silence. The power of God's grace is demonstrated precisely here: the human body, incapable of such endurance by nature, is sustained by supernatural strength.
2Mc	7	5	Adhuc autem eo spirante	While he was yet breathing, and the fire was applied to him, the rest together with their mother exhorted one another to die manfully. Lapide emphasises the mother's role: present throughout all her sons' deaths, she does not faint or plead but exhorts them to die bravely. This reversal of the natural maternal instinct — a mother rejoicing in her children's deaths — is the sign of supernatural grace operating powerfully. St. Ambrose (De Jacob II, xii): \"Not thus does the moon shine among the stars as this mother shines among her sons; and as she led them to martyrdom to enlighten them, she gleamed, and as she lay embraced among her victorious sons she gleamed. O truly a mother stronger than adamant, sweeter than honey, more fragrant than a flower!\"
2Mc	7	6	Dominus Deus aspicit	The Lord God looketh upon us, and in truth hath comfort in us: as Moses declared in the profession of the canticle: And in his servants he shall take comfort. The dying martyr cites Scripture as the grounds of his hope. God sees and will be comforted in (i.e., will vindicate) his servants. Lapide explains: this is the faith of martyrdom — not merely hope of personal resurrection, but the conviction that God's honour demands the vindication of those who died for him.
2Mc	7	8	Mutua autem increpationis	In like manner the second suffered the torments of the first. Lapide notes the structural pattern of the narrative: each brother's martyrdom recapitulates the essential elements of the first, with the additions of each brother's specific words. This pattern serves both literary and theological purposes: literary, in creating cumulative drama; theological, in demonstrating that grace is given anew to each soul that freely chooses to suffer for God.
2Mc	7	10	Proximus autem ille	After him the third was made a mocking-stock, and when he was required, he quickly put forth his tongue and courageously stretched out his hands. The third brother's act of voluntarily stretching out his hands for mutilation — without waiting to be seized — is a supreme act of free will. Lapide: here the will entirely transcends the fear of suffering; the martyr anticipates and embraces the pain, showing that his suffering is wholly voluntary and therefore maximally meritorious.
2Mc	7	11	Et constantem animum	And stood undaunted and said: These I had from heaven, but for the laws of God I now despise them, and from him I hope to receive them again. The third brother's declaration is the first explicit statement of the resurrection of the body in this narrative. Lapide gives it extensive treatment: the resurrection of the body was taught by the Mosaic law at least implicitly and more explicitly by the later prophets; the Maccabean martyrs understood it clearly enough to give up their bodies in the hope of recovering them glorified.
2Mc	7	13	Et hic similiter tractatus	After him the fourth was also tormented. The pattern continues; with the fourth brother, the theme of divine retribution is introduced: \"thou shalt have no resurrection unto life.\" This is a curse, not a promise — Antiochus will rise, but only to be judged, not to life.
2Mc	7	14	Expectandus enim Deo	For as to thee, thou shalt have no resurrection unto life. Lapide gives extensive treatment to this verse. All the dead will rise, but the wicked to judgment and damnation, not to life. The promise to the martyrs is a resurrection to glory; the threat against Antiochus is a resurrection to shame (Daniel 12:2). The resurrection of the body is affirmed not merely as Jewish belief but as a truth of natural reason as well — since the soul naturally tends toward the body as its proper form.
2Mc	7	18	Aestues autem ne temere	Be not deceived without cause: for we suffer these things for ourselves, having sinned against our God; therefore wonderful things have befallen us. The sixth brother's speech introduces the theme of penitence: the Jews suffered because they had sinned, and the suffering is a just punishment accepted voluntarily. Lapide draws the moral: voluntary acceptance of the punishments God sends for our sins is itself a form of martyrdom and means of expiation — the attitude of Job, the Psalms, and the prophets throughout.
2Mc	7	20	Sed omnium admiratione	But the mother was to be admired above all. The paean to the mother begins here. The mother is compared to St. Felicitas (mother of seven martyred sons under Antoninus, who said to the judge: \"Your mercy is impiety, and your exhortation is cruelty\"), and to St. Symphorosa. The mother surpasses Abraham in the test of sacrifice: he was asked to offer one son; she freely gave seven. St. Gregory Nazianzen, St. Ambrose, St. Augustine, St. Cyprian, St. Chrysostom, Prudentius, Gaudentius of Brescia, St. Leo, St. Ephrem, St. Bernard, and Theophilus of Alexandria all celebrate her martyrdom.
2Mc	7	21	Hortatrix vero mulier	But the mother was right worthy of admiration and worthy to be remembered by good men, who beheld her seven sons slain in the space of one day and bore it with good courage, for the hope she had in God. The mother spoke to each son in the Hebrew tongue, lest Antiochus understand — the maternal tongue of faith, the language in which the law was given and God is worshipped. The content of her exhortations: (1) a reminder that God gave them breath and life, so he may ask it back; (2) an explicit profession of faith in the resurrection of the body (vv. 22–23).
2Mc	7	24	Adhuc autem superstite	Now when the youngest was yet alive, the king coming near, and using fair words, counselled him with oaths, that he would make him rich and happy. Antiochus offers the last brother not only release from torture but wealth, friendship, and authority — the rewards of apostasy. The contrast is deliberate: having failed to break the brothers by force, Antiochus tries seduction. The youth's response (v. 30) is the most theologically complete: he refuses gifts, expresses solidarity with his brothers, invokes the divine covenant, and pronounces the most explicit doom on Antiochus.
2Mc	7	25	At ille spreto rege	But he, nothing regarding the king, contemning him, exhorted his brothers. The youngest brother spurns the king's offer with contempt. Lapide: here the hierarchy of goods is perfectly displayed — the greatest prince on earth is worthless compared to the least of God's servants; temporal riches are nothing compared to eternal glory; the tyrant's friendship is nothing compared to solidarity with the martyred brothers in God's kingdom.
2Mc	7	27	Filioli miserere mei	My son, have pity upon me, that bore thee nine months in my womb, and suckled thee three years, and nourished thee, and brought thee up to this age. The mother's direct address to her youngest son is one of the most moving passages in the Old Testament. Lapide notes that she does not appeal to his love for her to save his life, but uses the memory of maternal care to strengthen him for death: she bore him and nursed him for God, and now uses that bond to urge him to die for God. This is the inversion of the merely natural maternal instinct — which would plead for the child's life — into a supernatural act of total oblation.
2Mc	7	28	Obsecro te nate	I beseech thee, my son, look upon heaven and earth, and all that is in them, and consider that God made them out of nothing, and mankind also. The mother's argument for creation ex nihilo and the resurrection of the body: God who made all things from nothing can restore a destroyed body. Lapide notes this is one of the clearest Old Testament statements of creation from nothing — important both for natural theology (against Platonists and Aristotelians who taught the eternity of matter) and for the theology of the resurrection.
2Mc	7	30	Ille vero adhuc loquente	But as the mother was yet speaking, the young man said: Whom are you waiting for? The youngest brother's speech (vv. 30–38) is the theological climax of the chapter: he condemns Antiochus in the strongest terms, accepts his own death, hopes in the resurrection, and prays that the wrath of God upon the Jewish people — which has been the occasion of all these sufferings — may now end with him.
2Mc	7	36	Fratres enim mei modo	For my brethren, having now undergone a short pain, are partakers of eternal life under God's covenant. The distinction between the brief suffering of martyrdom and the eternal life it obtains is stated with perfect clarity. Lapide draws the practical application: the pain of virtue is always brief, the reward always eternal; the pleasure of vice always brief, the punishment always eternal; therefore it is supreme wisdom to choose virtue over vice.
2Mc	7	38	In me autem et in fratribus	But I, as my brethren, offer up my life and my body for the laws of our fathers. The youngest brother's final act: he offers his life not as a burden but as a gift — to move God to have mercy on the nation, whose punishment through Antiochus he prays is now drawing to an end. Lapide notes the prophetic dimension: the youngest brother predicts that with his death the wrath of God against Israel will end. This prophecy was fulfilled — Antiochus died miserably three years later (chapter 9), and Judas Maccabeus arose to free the people.
2Mc	7	39	Iratus autem rex	Then the king, being exasperated, used the cruelest tortures against this last and the mother. Antiochus, unable to break the martyrs by either pain or persuasion, vents his rage in their most savage killing. But his resorting to such extremes shows his weakness, not his power. The tyrant's cruelty is the measure of the martyr's victory.
2Mc	7	40	Novissimus autem omnium	Last of all after the sons, the mother also was consumed. She who gave birth to seven sons for earth has now given birth to them for heaven; she who last saw them die now joins them in the kingdom. St. Gregory the Great (Hom. 3 in Evang.): \"I would not call this woman a martyr but something more than a martyr — who having sent seven pledges ahead to the kingdom, died so many times before herself in her sons' deaths, but came as the eighth.\"
2Mc	8	1	Judas vero Machabaeus	But Judas Maccabeus and they that were with him, went privately into the towns, and called together their kinsmen, and taking unto them such as continued in the Jewish religion, assembled about six thousand men. With this verse the narrative transitions from the passive fortitude of the Maccabean martyrs to the active fortitude of the Maccabean warriors. Judas with these few forces overthrew the greatest armies of Antiochus Epiphanes: first, because these were men fighting like the desperate, contending for their hearths and altars; second, because they entered battle with great hope in God and invoking him — therefore God added courage and strength to them while taking it from their enemies.
2Mc	8	3	Et vocem sanguinis ad se	And he would hear the voice of the blood of innocent Jews slain by Antiochus, crying to him as a mute voice, like Abel's cry against the fratricide Cain. The blood of the martyred innocents cries to God for justice, as Abel's blood cried from the ground (Genesis 4:10). This is not a cry of vengeance for its own sake, but an appeal to the justice of God who has promised to avenge the innocent.
2Mc	8	5	At Machabaeus congregata multitudine	But Maccabeus, having gathered a multitude, became insupportable to the heathens; for the wrath of the Lord was turned into mercy. The Greek ἀνυπόστατος = \"one whose arms and strength no one could withstand.\" The wrath of God, which had been chastising the Jews for their sins through Antiochus, was now converted into mercy — so that through Judas he made those formerly vanquished victorious over Antiochus. This is what the last Maccabean martyr prophesied in chapter 7:38: \"In me and in my brethren the wrath of the Almighty will cease.\" The heroic patience of the martyrs had expiated the sins of the Jewish people and converted God's wrath into grace.
2Mc	8	6	Et superveniens castellis	Charging upon the towns and cities unawares, he set fire to them, and took possession of advantageous places, and put to flight no small number of enemies. This is the strategic principle of great commanders: to fall upon the enemy unprepared and unexpectedly — especially by night upon those unarmed and buried in sleep — and cut them down. Hannibal employed this against the Romans, and the Romans against Hannibal, as Livy, Justin, Plutarch, and others attest.
2Mc	8	8	Videns autem Philippus paulatim	But Philip, seeing that the man was advancing by degrees and prospering more frequently, wrote to Ptolemy the governor of Celosyria and Phenicia to bring aids to the king's affairs. This is the same Philip who had been appointed governor of Jerusalem by Antiochus (chapter 5:22), now growing afraid as Judas prospered daily in victories, courage, and forces.
2Mc	8	9	At ille velociter misit	He quickly sent Nicanor, the son of Patroclus, one of his chief friends, giving him no fewer than twenty thousand of all nations under arms. Later, many more were added, as appears from 1 Maccabees 3:38 and 42. Nicanor's force was more than sufficient to crush what he imagined to be a negligible Jewish uprising.
2Mc	8	10	Constituit autem Nicanor	Nicanor purposed to make up the two thousand talents which were due to the Romans, out of the captivity of the Jews. Seleucus had been defeated by Scipio Asiaticus and forced to pay tribute to Rome; the total due was two thousand talents. Nicanor, elated by his large forces, determined to raise this sum from the sale of Jewish captives — treating the Jews as merchandise before he had even fought them.
2Mc	8	11	Promittens se nonaginta	Promising to sell ninety Jews for one talent of silver. That is, 500 gold pieces — so each slave would cost only five and a half gold pieces, whereas Hyrcanus had earlier sold one young man for one talent (Josephus XII, iv). This contemptuous undervaluation of the Jews stung them and drove them to Judas's camp to fight to the death. So Nicanor acted imprudently in provoking the Jews, making them fight as if desperate — thus his own defeat.
2Mc	8	13	Non credentes Dei justitiae	Not believing in the justice of God — not believing that God would be patron and avenger of the just and innocent cause of the Jews, and would overthrow the unjust Nicanor through them.
2Mc	8	14	Alii vero si quid	But others sold all that they had remaining, and withal besought the Lord that he would deliver them from the wicked Nicanor. They sold whatever they had, used the proceeds to buy arms and provisions, and proceeded to Judas's camp to fight bravely unto death for country and faith.
2Mc	8	15	Et si non propter eos	And if not for their sakes, yet for the covenant and the oath which had been made with their fathers. They besought the Lord not for their own merits but for those of the Fathers — Abraham, Isaac, Jacob — with whom God had made a covenant promising to be their God, guardian, and protector.
2Mc	8	16	Convocatis autem Machabaeus	Maccabeus called together seven thousand — in the Greek, six thousand, as in verses 1 and 22; the seventh thousand was led by Judas himself, while his four brothers commanded the remaining six thousand (fifteen hundred each — Salianus). He urged them never to make peace with the enemy but to wage irreconcilable and implacable war — such as Hannibal waged against the Romans, being bound by oath from boyhood.
2Mc	8	20	Et de proelio quod eis	And of the battle that was fought in Babylonia against the Galatians, when eight thousand in all fought with four thousand Macedonians, and whereas the Macedonians were put to hard straits, the eight thousand destroyed a hundred and twenty thousand, by the help given them from heaven. This battle seems to have occurred under Antiochus I (Soter, son of Seleucus I), who repelled the Galatians invading Asia with the aid of the Jews; for which both he and his son Antiochus named \"the god\" conferred the greatest honours and privileges on the Jews (Josephus XII, ii; Justin XXIV–XXV; Plutarch, Life of Demetrius). Thus Serarius, Mariana, and others.
2Mc	8	22	Constituit itaque fratres suos	He therefore appointed his brothers, each one over a separate company: Simon, Joseph, and Jonathan. The Greek adds that Eleazar, the fourth brother, was also appointed a commander with fifteen hundred soldiers, giving each of the four brothers fifteen hundred men out of the total six thousand.
2Mc	8	23	Ad hoc etiam ab Esdra	Besides this, Esdras the priest reading to them all the holy book, and giving the watchword of divine aid, Maccabeus led the first company. This Esdras was not the famous scribe but a later priest or doctor of the law, who read from Deuteronomy 28:7 (where God promises triumph to those who duly worship him) to strengthen the soldiers' courage and hope of victory. The watchword given was \"God is the helper\" — the cause of all their victories, that Judas placed his hope not in his own but in God's strength.
2Mc	8	28	Debilibus et orphanis et viduis	They gave part of the spoils to the maimed, the orphans and widows; and the rest they divided among themselves and their servants. Note the charity and liberality of Judas and his soldiers: in thanksgiving for the victory, they distributed spoils among the needy, and therefore obtained new victories from God who is more grateful to the grateful and more generous to the generous (at verse 30 they slew twenty thousand more of Timothy's forces). Let preachers hold up this example to Christian armies, that imitating it they may deserve similar divine blessings and victories. Even the Turks, when they obtain a notable victory, customarily build a hospital to feed the poor in thanksgiving.
2Mc	8	29	Et communiter ab omnibus	And when they had done this, and had made common prayer, they besought the merciful Lord that he would be wholly reconciled to his servants. Let our soldiers imitate this common litany. They prayed that God, hitherto offended by the sins of the Jews and therefore chastising them through Antiochus, might be appeased by their common prayers and remove the scourge, liberating them fully from every enemy attack.
2Mc	8	32	Et Philarchem qui cum	They slew also Philarches, who was with Timothy. Philarches (φυλάρχης) is not a proper name but a title of office: = tribune or prefect of a troop/cohort. Thus Salianus.
2Mc	8	33	Et cum epinicia agerent	And they celebrated a public festival of victory at Jerusalem. At the same time, as a sign of triumph, they burned with fire the sacrilegious Callisthenes who had burned the temple gates, when he sought refuge in a house — a just penalty of retaliation.
2Mc	8	36	Praedicabat nunc protectorem	He who had promised to raise tribute for the Romans by the captivity of the Jerusalemites, now published that the Jews had God as their protector, and therefore were invulnerable, because they followed the laws established by God. A great testimony from an enemy. Learn here, O Christian, that in any temptation, persecution, conflict, or tribulation, you will be invulnerable and unconquered if you keep the laws of God. For God will be your protector — either freeing you from the trial, or through patience and magnanimity enabling you to bear it bravely, so as to prepare for you who fight and conquer a greater crown in heaven.
2Mc	9	2	Intraverat enim in eam	For he had entered Persepolis — or in Hebrew, Elam or Elymais, which Pererius believes to be Susan. Antiochus entered the province called Persepolis with his army and besieged its chief city, but was repulsed by the citizens who ran to the walls; and more — his forces suffered heavy losses. \"For the citizens pursued him as he withdrew, so that having lost many men he retreated in the manner of a fugitive to Babylon,\" as Josephus (XII, xii) says.
2Mc	9	3	Et cum venisset circa Ecbatanam	Having come to Ecbatana, he received tidings of what had come to pass against Nicanor and Timothy. Ecbatana was the most celebrated city of Persia. He learned from messengers that Judas had overthrown, killed, and put to flight his commanders Nicanor and Timothy.
2Mc	9	4	Se venturum Jerosolymam	He was going to make Jerusalem a common burying-place of the Jews. The Greek has κοιμητήριον (cemetery) — a place into which corpses are customarily heaped. Antiochus boasted he would so utterly destroy Jerusalem that the whole city would become a burial mound of Jewish corpses.
2Mc	9	5	Deus Israel percussit eum	But the Lord God of Israel struck him with an incurable and invisible plague. For as soon as he had ended his speech, a dreadful pain in his bowels came upon him, and sharp torments of his inner parts. God struck him externally with the disease of pediculosis (phtiriasis) and internally with most severe pains in the bowels, melancholy, and cholera. St. Jerome (on Daniel 11) adds from Diodorus that he was \"driven into madness by certain phantasms and terrors.\" He was punished in his bowels most justly, since \"with new and various torments he had tortured the bowels of others\" — namely the seven Maccabean brothers in chapter 7. The bowels are the seat of compassion; Antiochus who had tortured others' bowels had his own racked in turn.
2Mc	9	7	Praecipiens accelerari negotium	While he was pressing forward with fury to Jerusalem, it came to pass that he fell from his chariot as it was going fast, and the fall was so heavy that all the members of his body were much pained. Gorionides (III, xxi): \"As he was riding and his chariot passed by a certain elephant, and the elephant began to trumpet, the horses were terrified by the trumpeting, kicked and overturned the chariot, and Antiochus fell from the chariot; all his bones were broken, since he was a heavy and fat man.\"
2Mc	9	9	Ita ut de corpore impii	So that worms swarmed out of his body; and while he was still living in anguish, his flesh fell away, and the filthiness of his smell was noisome to all the army. This disease is called by physicians \"phtiriasis\" — the disease of lice, in which worms well up from the body and gnaw and consume it with foul horror and intolerable itching. God has inflicted it supernaturally on proud blasphemers, sacrilegious persons, and persecutors of the faithful: on Herod Ascalonite (Josephus XVII, viii), on Herod Agrippa (Acts 12:23), on Maximian the Emperor (Eusebius VIII, xvii), on Julian the Apostate (Sozomen V, viii), on Huneric the Arian king of the Vandals (Victor of Utica, De persecut. Wandalica I–III), and — Lapide notes — on John Calvin, the heresiarch who blasphemed against God, Christ, and the Saints, as Bolsecus writes and Beza does not deny in his Life of Calvin, who adds: \"He was tormented with such various and manifold diseases that it is simply incredible: hemicrania, ulcerous haemorrhoids, quartan fever, gout, stone, and colic.\" Thus: \"God the avenger follows the proud from behind,\" as the tragedian sings and Holy Scripture often repeats.
2Mc	9	12	Et cum nec ipse iam	When he himself could no longer bear his own smell, he spoke thus: It is just to be subject to God, and that a mortal man should not proudly equal himself to God. Tormented, the proud Antiochus came back to himself and acknowledged foolishly he had thought himself a god and wished to equate himself with the true God — man with God, mortal with immortal, weak with omnipotent, temporal with eternal. God struck him with pediculosis so he might learn to say with Job (17:14): \"I have said to rottenness: thou art my father; to worms: my mother and my sister.\" And with David (Psalm 21:7): \"I am a worm and no man, the reproach of men and the outcast of the people.\" Thus God heard the prayer of the seventh Maccabean martyr (chapter 7:37): \"Thou mayst confess that he is God alone.\"
2Mc	9	13	Orabat autem hic scelestus	But this wicked man prayed to the Lord, of whom he was not to obtain mercy. His confession, repentance, and prayer were extorted by torments, proceeding not from love but from servile fear. He prayed only to be liberated from the torments, not with the intention of truly serving God. His repentance resembles that of Pharaoh under the plagues of Moses (Exodus 10:16), of Saul (1 Samuel 15:24, 30), of Ahab (1 Kings 21:29), and of Nebuchadnezzar (Daniel 4:31). Even granting sincere repentance, Antiochus would not have obtained liberation from his torments, for God had already irrevocably decreed to punish him to death. Similarly, even if Esau repented he could not recover the blessing and birthright he had lost (Hebrews 12:17).
2Mc	9	15	Aequales nunc Atheniensibus	He promised to make the Jews equal to the Athenians. The Greek says ἰσοπολίτευτον — that is, living freely under their own laws and institutions as the Athenians did. For Antiochus knew this was what the Jews most desired.
2Mc	9	17	Super hoc et Judaeum se	He declared that he would become a Jew himself, and would go through every place of the earth and declare the power of God. Antiochus said this fictitiously and dissemblingly, because compelled by God's scourges; had God removed them, he would have returned to his former ways, according to the saying: \"The devil was ill, the devil a monk would be; the devil recovered, the devil a monk was he.\" The impious man wished to mock God, but was mocked by him.
2Mc	9	18	Sed non cessantibus doloribus	But for all that, the pains never ceased: for the just judgment of God had come upon him. Therefore he despaired of his health, and wrote to the Jews the following letter of supplication. God by his just judgment had absolutely decreed to torment him to death for his sacrileges. Antiochus, despairing of relief and of recovering his health, wrote to the Jews to assure his son Eupator's succession, knowing that if he died, Demetrius (held hostage at Rome, with a legitimate claim to the throne) would immediately fly back to Asia. And indeed Demetrius did kill Eupator with Lysias and claimed the kingdom — so Antiochus's letter availed nothing, and both he and his son perished by God's just judgment, losing kingdom and life together. See the magnificent power of our God, who with a single pain in the bowels so prostrates the tumid and indomitable Antiochus — who thought himself ruler of land, sea, and sky — that he becomes a suppliant before the very Jews whom he had utterly despised.
2Mc	9	20	Maximas agimus gratias	I give most hearty thanks to God, having my hope in heaven. The Greek reads: \"I give most hearty thanks to God for my hope in heaven, remembering also your honour with kind feeling, I who lie languishing.\"
2Mc	9	23	Respiciens autem quod et pater	Considering also that my father at such times as he led an army declared to him who was to reign after him, that he might leave a successor. Just as my father Antiochus the Great — a most prudent king and very benevolent to you (Josephus XII, i) — when going away to foreign parts declared his heir, so I following my father's example declare my son Antiochus Eupator as heir, and beg you to contribute your assistance in cherishing and protecting him. Lapide notes the bitter irony: Antiochus the father who had persecuted the Jews beyond all endurance now begs them to protect his son.
2Mc	9	25	Considerans potentes quosque	Considering that the neighbouring princes watch for opportunities to advance their own designs. He notes his own nephew Demetrius (Seleucus's elder son, rightfully due the kingdom), who was being held at Rome. Demetrius would indeed reclaim the throne.
2Mc	9	26	Memores beneficiorum	Remembering your benefits both in public and private. Here the fiction and flattery of Antiochus is manifest: he magnificently lies in boasting of his benefits to the Jews, when he had exercised every kind of evil against them.
