book	chapter	verse	latin_incipit	english_translation
1Sam	24	7		"The Lord be merciful to me, that I do this thing to my master, the Lord's anointed, to put forth my hand against him, seeing he is the anointed of the Lord." Lapide: Chrysostom (De Davide et Saule): "David came out of the cave with that right hand of his — worth the price of the whole world — crowned with the crown of justice and meekness; having done more for himself by sparing Saul than by killing Goliath." David's victory over self was more glorious than his victory over Goliath.
1Sam	24	11		"My father, see, yea see the skirt of thy robe in my hand; for in that I cut off the skirt of thy robe, and killed thee not, know thou and see that there is in my hand neither evil nor wickedness, and I have not sinned against thee; yet thou huntest my soul to take it." Lapide: David's argument is both a proof of his innocence and a powerful appeal to Saul's conscience. He calls Saul "my father" — model of reverence to superiors even when unjust and hostile. Gregory (Pastor. III, Admon. 5): David not cutting Saul's neck = pious subjects refraining from wounding even unjust superiors with the sword of the tongue.
1Sam	24	12		"The Lord judge between me and thee, and the Lord avenge me of thee; but mine hand shall not be upon thee." Lapide: David appeals to divine justice because human justice (Saul as judge) was wholly absent. So Athanasius to Constantine: "The Lord judge between me and thee, O Emperor, for thou hast believed the calumnies of my enemies."
1Sam	24	14		"After whom dost thou pursue, O king of Israel? After whom dost thou pursue? After a dead dog, after one flea." David's profound humility: he calls himself, anointed king of Israel, a dead dog and a single flea before Saul. True humility does not calculate dignity but contemns self before others — especially before divinely appointed superiors.
1Sam	24	17		"And he said to David: Thou art more just than I; for thou hast done good to me, and I have rewarded thee evil." Saul's compunction and tears before David. Lapide: David's patience and clemency achieved what no force could — it converted the enemy's hatred into love and extracted from him a public acknowledgement of his own injustice.
1Sam	24	18		Saul acknowledges: "The Lord delivered me into thy hand today, and thou hast not slain me." And he asks David for an oath not to cut off his descendants. Lapide: David swore and spared Saul's lineage, showing that mercy and fidelity to oaths are marks of the man whom God will exalt to rule.
1Sam	25	1		Samuel dies and all Israel mourned and buried him in his house at Ramatha. Lapide: note the love and respect of the whole people for Samuel their judge, prophet, and author of all good. His bones were translated to Constantinople under the Emperor Arcadius (A.D. 406) with great imperial and popular solemnity — Jerome (Contra Vigilantium) cites this translation as proof that the relics of the saints are worthy of veneration.
1Sam	26	9		David prevents Abishai from slaying Saul: "Destroy him not; for who can put forth his hand against the Lord's anointed and be guiltless?" Second occasion (ch. 26) of David sparing Saul. Lapide: the same principle as in ch. 24 — the sacred anointing makes the king inviolable to a private hand. Lapide also notes: David knew God would care for him and bring to pass the promised kingdom, so patience was both virtue and wisdom.
1Sam	26	10		"The Lord liveth; unless the Lord smite him, or his day shall come to die, or he shall go down into battle and perish: the Lord be merciful to me, that I stretch not forth my hand against the Lord's anointed." Lapide: David's absolute refusal to be the instrument of Saul's death, even by his own hand. It was both impious (violating the sacred anointing) and imprudent (undermining the principle of divine providence). God would handle Saul's judgment in his own time.
1Sam	28	7		Saul asks for a woman who hath a divining spirit, that he may consult her. Lapide: Saul's final apostasy — having expelled all diviners and soothsayers by law, he himself seeks them out in extremity. The greater the eminence, the greater the fall when pride and disobedience have destroyed the soul's foundation.
1Sam	28	15		The shade of Samuel appears and reproaches Saul: "Why hast thou disturbed my rest by raising me up?" Lapide: after lengthy discussion, judges it was truly Samuel's soul raised by divine permission — not demonic illusion — as held by Origen, Augustine, Gregory, Jerome, Ecclesiasticus 46:23 ("Even after his death he prophesied").
1Sam	31	4		Saul falls upon his own sword and dies. Lapide: the ancient proverb of 24:13 fulfilled: "from the wicked shall wickedness proceed" — Saul, impious by his own hand, slew himself, and was the avenger and executioner of his own impiety.
1Sam	31	6		Saul died, and his three sons, and his armourbearer, and all his men on the same day. Lapide: the utter ruin of Saul's house, in fulfilment of the threefold warning from Samuel (chs. 13, 15, 28). Saul's kingdom, stripped from him at God's command, transferred fully to David.
